0.458065,0.216478,0.137515,0.983654,0.014889,5,
0.146917,0.113244,0.092486,0.232495,0.033265,3,
0.086663,0.050826,0.040663,0.152712,0.020882,5.5,
0.096648,0.038422,0.020496,0.200963,0.01104,6,
1.133315,0.543488,0.349563,1.701137,0.013821,7,
0.083423,0.030007,0.023985,0.146979,0.004949,6,
0.093573,0.047581,0.030581,0.197978,0.016428,6,
0.14657,0.058803,0.041325,0.2156,0.024809,6,
1.030394,0.468696,0.294098,1.597199,0.005179,7,
0.080859,0.036129,0.025025,0.124318,0.000588,6,
0.167617,0.104685,0.093523,0.203051,0.007695,6.5,
0.13027,0.077793,0.058084,0.218062,0.00588,3,
0.080678,0.045272,0.031674,0.13432,0.004023,4,
0.079254,0.040717,0.024791,0.165821,0.026801,6,
0.074403,0.037127,0.026212,0.124465,0.006004,4,
0.117704,0.067106,0.044679,0.20801,0.005612,3,
0.186723,0.117876,0.100741,0.238782,0.00169,6.5,
0.117762,0.073036,0.056538,0.208036,0.011373,3,
0.896772,0.412948,0.252073,1.505705,0.002295,7,
0.096328,0.058224,0.038536,0.175334,0.037851,4,
0.083591,0.043902,0.033961,0.142193,0.010057,5.5,
0.431788,0.143021,0.072045,1.081477,0.006137,8,
1.176722,0.541921,0.342443,1.8125,0.010737,7,

