0.065769,0.031005,0.019838,0.093005,0.001748,6,
0.129109,0.07569,0.056673,0.253352,0.00038,3,
0.130638,0.074727,0.054586,0.231244,0.003778,3,
0.084663,0.035484,0.025594,0.17539,0.00879,6,
0.068295,0.034441,0.027675,0.120267,0.008781,4,
0.585117,0.263327,0.166667,1.226129,0.013621,5,
0.125438,0.076491,0.055303,0.228963,0.004159,3,
0.59493,0.263179,0.164974,1.206109,0.012346,5,
1.127066,0.531661,0.329845,1.854227,0.001106,7,
1.236374,0.604811,0.374794,1.915566,0.006649,7,
0.138586,0.074368,0.046273,0.291314,0.061451,6,
0.115715,0.068402,0.053405,0.223529,0.010654,3,
0.466683,0.211251,0.120212,1.017036,0.011412,5,
0.155614,0.095364,0.077822,0.280692,0.010015,3,
0.475607,0.213675,0.118461,1.034212,0.010923,5,
0.063239,0.030559,0.016546,0.129967,0.018409,5.5,
0.093726,0.053438,0.035906,0.169316,0.00147,4,
0.089608,0.054191,0.036632,0.174045,0.009023,4,
0.129259,0.077899,0.056405,0.221713,0.00519,3,
0.135778,0.073729,0.051675,0.24934,0.033638,3,
1.043921,0.451651,0.269663,1.58023,0.002661,7,
0.125755,0.076752,0.058039,0.237909,0.007255,3,
0.074616,0.0358,0.023437,0.129084,0.010771,5.5,

