0.077953,0.04026,0.025689,0.140028,0.010396,6,
0.06445,0.029774,0.011607,0.124561,0.013889,5.5,
1.16038,0.557995,0.354447,1.837157,0.005263,7,
0.079812,0.038477,0.025609,0.159192,0.010378,6,
1.245839,0.563541,0.339874,1.829708,0.008318,7,
0.060982,0.024092,0.015409,0.084481,0,6,
0.470588,0.20737,0.11713,1.011039,0.008354,5,
0.160759,0.102099,0.086925,0.191664,0.005159,6.5,
0.132369,0.071809,0.054081,0.220444,0.001089,3,
0.087728,0.045849,0.036016,0.163214,0.025947,5.5,
0.08195,0.034898,0.020091,0.172471,0.023224,6,
0.863985,0.400954,0.245464,1.460957,0.00545,7,
1.141943,0.550283,0.353,1.70838,0.012588,7,
0.086391,0.031875,0.016149,0.193497,0.008907,6,
0.113904,0.054353,0.045424,0.166851,0.002341,3,
0.110424,0.053957,0.039957,0.190236,0.033603,6,
0.074847,0.037368,0.024428,0.141325,0.018456,5.5,
0.086568,0.042322,0.03147,0.174736,0.009576,5.5,
0.141337,0.079413,0.055197,0.239291,0.004559,3,
0.181704,0.111111,0.096299,0.219685,0.009419,6.5,
0.08956,0.048168,0.036551,0.169256,0.021784,5.5,
0.134857,0.084138,0.069759,0.229185,0.007776,3,
0.086066,0.047718,0.037492,0.166974,0.005835,4,

