0.894635,0.410201,0.254739,1.484449,0.005752,7,
0.429876,0.148507,0.08685,1.073875,0.009748,8,
0.056447,0.020817,0.012447,0.104715,0.010767,5.5,
0.097464,0.054918,0.041706,0.203243,0.010007,6,
0.575058,0.254217,0.155991,1.176083,0.012036,5,
0.08459,0.03894,0.02295,0.184666,0.018729,6,
1.249232,0.589909,0.362852,2.010983,0.00726,7,
0.097074,0.049343,0.034547,0.163198,0.00317,6,
0.147415,0.090176,0.082038,0.161063,0.010736,6.5,
0.430708,0.144071,0.072673,1.100621,0.00364,8,
0.124969,0.069403,0.05054,0.229906,0.008541,3,
0.389557,0.176761,0.101596,0.88701,0,5,
0.086361,0.047479,0.033587,0.152793,0.001465,4,
1.106166,0.533223,0.344299,1.75641,0.003687,7,
0.088154,0.024486,0.017096,0.168464,0.014419,6,
1.129655,0.5,0.2976,1.652623,0.004774,7,
0.0907,0.050648,0.036274,0.154726,0.012688,5.5,
0.566921,0.251483,0.144012,1.114592,0.004343,5,
1.223158,0.598887,0.363547,1.860963,0.004532,7,
0.099384,0.039257,0.027807,0.147067,0.019808,6,
1.165527,0.576425,0.36089,1.775675,0.006189,7,
0.125186,0.07888,0.053537,0.230729,0.00337,3,
0.121164,0.066222,0.055052,0.217329,0.009878,3,

