0.53727,0.247321,0.140116,1.159212,0.031202,5,
0.405763,0.185661,0.110043,0.917283,0.008163,5,
0.496273,0.159895,0.079009,1.244861,0.002028,8,
0.134268,0.080142,0.057782,0.237307,0.003038,3,
0.064249,0.027049,0.015371,0.122937,0.016223,5.5,
1.197433,0.590517,0.368125,1.770226,0.004751,7,
0.403175,0.177507,0.108764,0.892334,0.006731,5,
0.074122,0.042259,0.030003,0.13071,0.018176,5.5,
0.184336,0.111323,0.093444,0.218354,0.001625,6.5,
1.105962,0.536626,0.346441,1.78188,0.007361,7,
0.127175,0.070741,0.050457,0.227121,0.004545,3,
0.098576,0.044813,0.033903,0.174403,0.009627,6,
0.108811,0.052897,0.04097,0.188579,0.001803,6,
0.090076,0.035556,0.019618,0.176821,0.004291,6,
0.193097,0.122935,0.109346,0.227865,0.018182,6.5,
0.110618,0.066606,0.054306,0.191696,0.01527,3,
0.084862,0.045845,0.031859,0.157591,0.015652,5.5,
0.097728,0.055508,0.040783,0.167592,0.00514,4,
1.13267,0.552599,0.353737,1.854566,0.003788,7,
0.109701,0.05086,0.036815,0.205899,0.019219,6,
0.529624,0.234337,0.146432,1.107666,0.019812,5,
0.131883,0.070765,0.052719,0.223758,0.001889,3,
0.066354,0.030354,0.019081,0.106394,0.007103,6,

