0.40698,0.145149,0.082078,0.992126,0.012357,8,
0.075543,0.043354,0.030845,0.127341,0.006067,4,
0.080824,0.044353,0.030511,0.148742,0.007165,5.5,
0.094158,0.037871,0.023179,0.202717,0.012589,6,
0.891168,0.405719,0.259335,1.541271,0.006121,7,
0.086458,0.027824,0.011665,0.197936,0,6,
1.165094,0.559601,0.358124,1.724786,0.009619,7,
0.080247,0.047599,0.034461,0.139049,0.003909,4,
0.079007,0.042196,0.029348,0.134077,0.012404,4,
0.471575,0.211467,0.123053,1.040839,0.001772,5,
0.122358,0.073809,0.051445,0.231869,0.004079,3,
0.074569,0.039952,0.022066,0.159396,0.017485,6,
0.953216,0.436292,0.274958,1.569635,0.021674,7,
1.058726,0.495226,0.310207,1.665733,0.011095,7,
0.111944,0.071693,0.056039,0.182057,0.006012,3,
0.14464,0.08415,0.065013,0.236626,0.00297,3,
0.078173,0.038168,0.026388,0.182226,0.024032,6,
0.06713,0.028887,0.020479,0.103385,0.000861,6,
0.07702,0.039447,0.029837,0.133674,0.008829,4,
0.153087,0.085061,0.061626,0.292164,0.001797,3,
0.4414,0.202586,0.111111,0.973344,0.010126,5,
0.466649,0.145972,0.066648,1.151376,0.007,8,
0.110772,0.065455,0.046448,0.163224,0.004664,3,

