0.172592,0.106002,0.088311,0.206539,0.015571,6.5,
1.124966,0.520833,0.327728,1.892303,0.013858,7,
1.188741,0.586237,0.371429,1.838701,0.005124,7,
1.125035,0.535931,0.334997,1.671854,0.001099,7,
0.113239,0.068119,0.054558,0.187739,0.014788,3,
0.180323,0.114081,0.094962,0.220602,0.0033,6.5,
0.457196,0.207041,0.126884,0.997693,0.006317,5,
0.065587,0.031187,0.020639,0.091601,0.004631,6,
0.175081,0.099138,0.088792,0.200064,0.006308,6.5,
0.076443,0.033815,0.025223,0.131909,0.003004,6,
0.170105,0.106787,0.093727,0.193182,0.006061,6.5,
0.090417,0.027172,0.013826,0.2,0.005415,6,
0.093615,0.058261,0.038199,0.127467,0.000792,3,
0.481233,0.220641,0.123599,1.051163,0.009136,5,
0.486063,0.158886,0.078832,1.213506,0.002177,8,
0.453551,0.191987,0.107492,1.013645,0.009537,5,
0.093041,0.038528,0.025091,0.165394,0.001175,6,
0.122854,0.063365,0.053252,0.216909,0,3,
0.158096,0.106097,0.089026,0.17581,0.017502,6.5,
1.168191,0.559586,0.355128,1.746733,0.006369,7,
0.449325,0.212829,0.125515,0.989024,0.007812,5,
0.09714,0.056338,0.040065,0.181542,0.003965,4,
0.09429,0.04215,0.029085,0.168421,0.044227,6,

